,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Frequency,route
157,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,52,"[[11.471965, 49.033825], [11.470256, 49.036085], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
228,28,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,46,"[[11.471045, 49.036904], [11.471199, 49.036536], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
12,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,46,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471965, 49.033825]]"
19,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,28,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,45,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471199, 49.036536], [11.471045, 49.036904]]"
286,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,39,"[[11.467904, 49.035209], [11.470053, 49.036116], [11.470256, 49.036085], [11.470306, 49.036229], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.464236, 49.040209], [11.464087, 49.041232], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.459259, 49.043176], [11.461583, 49.042164], [11.462032, 49.041734], [11.462048, 49.039742], [11.461669, 49.039155], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.451088, 49.039324], [11.451427, 49.038646], [11.451423, 49.038137]]"
203,22,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,28,"[[11.479179, 49.032938], [11.477608, 49.034099], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.470795, 49.024173], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.453078, 49.029382], [11.451017, 49.02752], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
225,27,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27,"[[11.471269, 49.041133], [11.471686, 49.040606], [11.471721, 49.040477], [11.472243, 49.038613], [11.470943, 49.03744], [11.471199, 49.036536], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
253,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,24,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
162,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,23,"[[11.471965, 49.033825], [11.4711, 49.034764], [11.470256, 49.036085], [11.470271, 49.036253], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.464236, 49.040209], [11.464087, 49.041232], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.459259, 49.043176], [11.461583, 49.042164], [11.462032, 49.041734], [11.462048, 49.039742], [11.461669, 49.039155], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.451088, 49.039324], [11.451427, 49.038646], [11.451423, 49.038137]]"
21,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,22,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.470658, 49.036342]]"
18,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27,"Beilngries, Hafen",Beilngries,49.041112,11.47124,22,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471199, 49.036536], [11.470943, 49.03744], [11.472243, 49.038613], [11.471721, 49.040477], [11.471686, 49.040606], [11.471269, 49.041133]]"
239,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,22,"[[11.47403, 49.035076], [11.471199, 49.036536], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
98,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,22,"[[11.404731, 49.017493], [11.407936, 49.017358], [11.409188, 49.015886], [11.409252, 49.01532], [11.410803, 49.01551], [11.4126, 49.016415], [11.415922, 49.017143], [11.417281, 49.018428], [11.425127, 49.022256], [11.432105, 49.024143], [11.438293, 49.026877], [11.444478, 49.028503], [11.450419, 49.033718], [11.450832, 49.036075], [11.451775, 49.036208], [11.451932, 49.03736], [11.452206, 49.037564], [11.453993, 49.037336], [11.456319, 49.037829], [11.46068, 49.038769], [11.461971, 49.03949], [11.461932, 49.041855], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.467904, 49.035209]]"
415,55,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,49.019003,11.520783,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,22,"[[11.52079, 49.018975], [11.519176, 49.019029], [11.517784, 49.02015], [11.517026, 49.021806], [11.515381, 49.022709], [11.505495, 49.02401], [11.497102, 49.023524], [11.492531, 49.024456], [11.48841, 49.026378], [11.477608, 49.034099], [11.473436, 49.032768], [11.472548, 49.033172], [11.467007, 49.034805], [11.467904, 49.035209]]"
267,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,21,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.472867, 49.032889], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.50696, 49.013042], [11.50774, 49.011367], [11.50704, 49.009758], [11.504806, 49.008344], [11.498913, 49.006376], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482843, 48.997778], [11.477832, 48.998037], [11.468726, 48.99637], [11.463263, 48.993984], [11.4611, 48.994183]]"
450,67,Kaldorf,Wiesenhofen,49.048472,11.431715,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,21,"[[11.431719, 49.048462], [11.420133, 49.047108], [11.415173, 49.045379], [11.412132, 49.045028], [11.411759, 49.045046], [11.411796, 49.044106], [11.413041, 49.042325], [11.413129, 49.039832], [11.414289, 49.038273], [11.414364, 49.037316], [11.413155, 49.03558], [11.411925, 49.030345], [11.409322, 49.026745], [11.407308, 49.022413], [11.407936, 49.017358], [11.404731, 49.017493]]"
272,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,20,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.472867, 49.032889], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.50605, 49.013747], [11.507729, 49.011582], [11.506318, 49.00916], [11.518228, 49.003039], [11.529246, 48.99993], [11.531323, 48.988531], [11.534163, 48.983714], [11.539315, 48.981118], [11.540313, 48.976512], [11.545107, 48.977053], [11.555682, 48.976464], [11.559554, 48.977231], [11.55965, 48.976829]]"
259,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,10,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,20,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.452212, 49.02879], [11.450814, 49.027247], [11.447935, 49.020698], [11.448659, 49.017376], [11.448829, 49.010366], [11.448511, 49.008516], [11.446993, 49.004932], [11.445208, 49.005151]]"
14,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,22,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,20,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.477608, 49.034099], [11.479179, 49.032938]]"
302,33,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,18,"[[11.461834, 49.031585], [11.460618, 49.032212], [11.460455, 49.032478], [11.462163, 49.03279], [11.464384, 49.033542], [11.470053, 49.036116], [11.470256, 49.036085], [11.470306, 49.036229], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.464236, 49.040209], [11.464087, 49.041232], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.459259, 49.043176], [11.461583, 49.042164], [11.462032, 49.041734], [11.462048, 49.039742], [11.461669, 49.039155], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.451088, 49.039324], [11.451427, 49.038646], [11.451423, 49.038137]]"
20,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,18,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471199, 49.036536], [11.47403, 49.035076]]"
40,1,"Enkering, Maibaum",Enkering,48.992498,11.363953,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,18,"[[11.363964, 48.992501], [11.364354, 48.99223], [11.364872, 48.992329], [11.364776, 48.99512], [11.365776, 48.997146], [11.366705, 48.997933], [11.370727, 48.998943], [11.374726, 48.997799], [11.376743, 48.997834], [11.37722, 48.997837], [11.377093, 48.99827], [11.379612, 49.000836], [11.379557, 49.000973], [11.379318, 49.001031], [11.374054, 49.003566], [11.373667, 49.004153], [11.375688, 49.003085], [11.378428, 49.002259], [11.38001, 49.00218], [11.380579, 49.002778], [11.379495, 49.003846], [11.379312, 49.004616], [11.38049, 49.00625], [11.391444, 49.009409], [11.396348, 49.012269], [11.399523, 49.013277], [11.401182, 49.014682], [11.402261, 49.017481], [11.404731, 49.017493]]"
237,28,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,64,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,17,"[[11.471045, 49.036904], [11.471088, 49.037642], [11.473948, 49.039555], [11.474158, 49.039815], [11.473063, 49.039974], [11.472284, 49.040599], [11.472152, 49.043063], [11.469687, 49.046548], [11.468645, 49.049895], [11.466846, 49.053004], [11.466425, 49.056119], [11.463654, 49.060271], [11.461621, 49.062215], [11.461405, 49.063828], [11.462039, 49.067724], [11.460243, 49.067982], [11.459519, 49.070672], [11.457349, 49.070674], [11.456213, 49.070194], [11.454703, 49.070231], [11.455177, 49.068526]]"
92,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,1,"Enkering, Maibaum",Enkering,48.992498,11.363953,17,"[[11.404731, 49.017493], [11.402261, 49.017481], [11.401182, 49.014682], [11.399523, 49.013277], [11.396348, 49.012269], [11.391444, 49.009409], [11.38049, 49.00625], [11.379312, 49.004616], [11.379495, 49.003846], [11.380579, 49.002778], [11.38001, 49.00218], [11.378428, 49.002259], [11.375688, 49.003085], [11.373667, 49.004153], [11.374054, 49.003566], [11.377429, 49.001743], [11.379557, 49.000973], [11.379612, 49.000836], [11.376862, 48.998069], [11.374726, 48.997799], [11.370727, 48.998943], [11.366705, 48.997933], [11.365776, 48.997146], [11.364776, 48.99512], [11.364872, 48.992329], [11.364354, 48.99223], [11.363964, 48.992501]]"
245,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,15,"[[11.47403, 49.035076], [11.474473, 49.034703], [11.474249, 49.034595], [11.475146, 49.032664], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.50605, 49.013747], [11.507452, 49.012435], [11.50774, 49.011367], [11.507309, 49.010064], [11.506055, 49.00896], [11.504525, 49.009376], [11.503847, 49.010281], [11.502364, 49.01037], [11.502278, 49.010344]]"
401,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,15,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.555682, 48.976464], [11.545107, 48.977053], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.472957, 49.032831], [11.470256, 49.036085], [11.470658, 49.036342]]"
244,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,15,"[[11.47403, 49.035076], [11.471199, 49.036536], [11.470306, 49.036229], [11.46929, 49.036665], [11.466235, 49.037163], [11.465685, 49.037388], [11.46529, 49.037761], [11.464373, 49.039855], [11.464087, 49.041232], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.459259, 49.043176], [11.461583, 49.042164], [11.462032, 49.041734], [11.462048, 49.039742], [11.461669, 49.039155], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.451088, 49.039324], [11.451427, 49.038646], [11.451423, 49.038137]]"
39,1,"Enkering, Maibaum",Enkering,48.992498,11.363953,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,15,"[[11.363964, 48.992501], [11.364354, 48.99223], [11.364872, 48.992329], [11.364654, 48.993457], [11.364642, 48.994401], [11.364776, 48.99512], [11.365776, 48.997146], [11.366245, 48.997663], [11.366705, 48.997933], [11.370068, 48.998862], [11.370727, 48.998943], [11.371638, 48.998852], [11.373721, 48.998048], [11.374726, 48.997799], [11.376743, 48.997834], [11.376993, 48.997743], [11.37722, 48.997837], [11.377222, 48.997982], [11.377052, 48.998081], [11.377093, 48.99827], [11.377789, 48.998845], [11.379028, 49.00016], [11.379326, 49.000638], [11.379612, 49.000836], [11.379557, 49.000973], [11.379873, 49.000919], [11.381466, 49.001022], [11.381822, 49.000925], [11.382048, 49.000655], [11.382262, 49.000552], [11.382783, 49.000519]]"
271,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,49,"Wolfsbuch, Am Schacher",Wolfsbuch,48.97449,11.562987,14,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.472867, 49.032889], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.50605, 49.013747], [11.507729, 49.011582], [11.506318, 49.00916], [11.518228, 49.003039], [11.529246, 48.99993], [11.530826, 48.993674], [11.53077, 48.989909], [11.533925, 48.984039], [11.539006, 48.981433], [11.540967, 48.975433], [11.547445, 48.971955], [11.550775, 48.967642], [11.556073, 48.97076], [11.564139, 48.972409], [11.562816, 48.973323], [11.563539, 48.973714], [11.562975, 48.974485]]"
437,64,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,14,"[[11.455177, 49.068526], [11.45412, 49.066902], [11.452949, 49.061384], [11.451316, 49.059227], [11.451673, 49.057988], [11.453486, 49.057429], [11.455648, 49.057243], [11.458283, 49.056386], [11.460399, 49.054302], [11.46284, 49.050763], [11.467711, 49.051532], [11.469687, 49.046548], [11.472152, 49.043063], [11.472284, 49.040599], [11.473793, 49.039756], [11.473748, 49.039392], [11.471009, 49.037566], [11.471199, 49.036536], [11.470658, 49.036342]]"
9,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,14,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.379612, 49.000836], [11.379557, 49.000973], [11.379318, 49.001031], [11.373667, 49.004153], [11.375688, 49.003085], [11.38001, 49.00218], [11.380579, 49.002778], [11.379312, 49.004616], [11.38049, 49.00625], [11.390999, 49.009213], [11.396348, 49.012269], [11.399196, 49.013066], [11.401245, 49.014794], [11.410547, 49.015459], [11.415766, 49.017082], [11.417281, 49.018428], [11.425127, 49.022256], [11.444478, 49.028503], [11.450608, 49.034011], [11.450938, 49.035783], [11.449519, 49.038309], [11.451423, 49.038137]]"
22,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,14,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.467904, 49.035209]]"
333,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,14,"[[11.502278, 49.010344], [11.502364, 49.01037], [11.503847, 49.010281], [11.504525, 49.009376], [11.506055, 49.00896], [11.507309, 49.010064], [11.50774, 49.011367], [11.507452, 49.012435], [11.50605, 49.013747], [11.504196, 49.014404], [11.500842, 49.014625], [11.486974, 49.017081], [11.480138, 49.019306], [11.477986, 49.020303], [11.476244, 49.021774], [11.475698, 49.023419], [11.476275, 49.024939], [11.476639, 49.025063], [11.478207, 49.029462], [11.475146, 49.032664], [11.474249, 49.034595], [11.474473, 49.034703], [11.47403, 49.035076]]"
62,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,1,"Enkering, Maibaum",Enkering,48.992498,11.363953,13,"[[11.382783, 49.000519], [11.382262, 49.000552], [11.382048, 49.000655], [11.381822, 49.000925], [11.381466, 49.001022], [11.380051, 49.000945], [11.379612, 49.000836], [11.379326, 49.000638], [11.379028, 49.00016], [11.377789, 48.998845], [11.376862, 48.998069], [11.376604, 48.997913], [11.375926, 48.997797], [11.374726, 48.997799], [11.373721, 48.998048], [11.371638, 48.998852], [11.370727, 48.998943], [11.370068, 48.998862], [11.366705, 48.997933], [11.366245, 48.997663], [11.365776, 48.997146], [11.364776, 48.99512], [11.364642, 48.994401], [11.364654, 48.993457], [11.364872, 48.992329], [11.364354, 48.99223], [11.363964, 48.992501]]"
23,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,33,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,13,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.45756, 49.031774], [11.460455, 49.032478], [11.461834, 49.031585]]"
133,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,13,"[[11.451423, 49.038137], [11.451427, 49.038646], [11.452396, 49.038872], [11.456319, 49.037829], [11.461772, 49.03923], [11.462032, 49.041734], [11.45808, 49.043938], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.464384, 49.033542], [11.45756, 49.031774], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
372,44,"Aschbuch, Altenzeller Weg",Aschbuch,48.98216,11.494917,26,"Beilngries, Kanalsiedlung",Beilngries,49.044913,11.469383,13,"[[11.494914, 48.982169], [11.491739, 48.981461], [11.484372, 48.98354], [11.489244, 48.989889], [11.491355, 48.996873], [11.495282, 49.000455], [11.498218, 49.005786], [11.500295, 49.00709], [11.506055, 49.00896], [11.507438, 49.010287], [11.507682, 49.011869], [11.504953, 49.014217], [11.486974, 49.017081], [11.479301, 49.019646], [11.475957, 49.022221], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.477608, 49.034099], [11.477433, 49.03834], [11.47421, 49.03963], [11.47239, 49.040426], [11.471305, 49.044256], [11.469993, 49.043981], [11.469342, 49.044898]]"
