,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Frequency,route
134,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,2,"[[11.451423, 49.038137], [11.451427, 49.038646], [11.452396, 49.038872], [11.456319, 49.037829], [11.461772, 49.03923], [11.462032, 49.041734], [11.45808, 49.043938], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.464384, 49.033542], [11.45756, 49.031774], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.447371, 49.005663], [11.444756, 49.002015], [11.43867, 48.997718], [11.431628, 48.995553], [11.423069, 48.995442], [11.414916, 48.997184], [11.39631, 49.002865], [11.39347, 49.003296], [11.389976, 49.002482]]"
201,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,64,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,2,"[[11.475736, 49.033524], [11.477608, 49.034099], [11.477433, 49.03834], [11.47421, 49.03963], [11.472284, 49.040599], [11.472152, 49.043063], [11.469687, 49.046548], [11.466846, 49.053004], [11.466425, 49.056119], [11.461621, 49.062215], [11.462039, 49.067724], [11.460243, 49.067982], [11.459519, 49.070672], [11.454703, 49.070231], [11.455177, 49.068526]]"
200,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,59,"Kevenhuell, Kirche",Leising,49.058008,11.516585,2,"[[11.475736, 49.033524], [11.477608, 49.034099], [11.477492, 49.038159], [11.476643, 49.038907], [11.478969, 49.039738], [11.483465, 49.039973], [11.483061, 49.042189], [11.484336, 49.044143], [11.487879, 49.04519], [11.490869, 49.045622], [11.49182, 49.046725], [11.494979, 49.047386], [11.498493, 49.050016], [11.50164, 49.051728], [11.508407, 49.053203], [11.512979, 49.054828], [11.516632, 49.055402], [11.51652, 49.05792]]"
198,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,53,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,2,"[[11.475736, 49.033524], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.50605, 49.013747], [11.507197, 49.01279], [11.507729, 49.011582], [11.507309, 49.010064], [11.506318, 49.00916], [11.513301, 49.005133], [11.519412, 49.002568], [11.523916, 49.001211], [11.528692, 49.000318], [11.529582, 48.999489], [11.529823, 48.998344], [11.530025, 48.998439]]"
220,25,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,2,"[[11.480132, 49.038965], [11.477996, 49.039424], [11.476643, 49.038907], [11.477492, 49.038159], [11.477608, 49.034099], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.50605, 49.013747], [11.507729, 49.011582], [11.506318, 49.00916], [11.518228, 49.003039], [11.529246, 48.99993], [11.531323, 48.988531], [11.534163, 48.983714], [11.539315, 48.981118], [11.540313, 48.976512], [11.545107, 48.977053], [11.555682, 48.976464], [11.559554, 48.977231], [11.55965, 48.976829]]"
254,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,1,"Enkering, Maibaum",Enkering,48.992498,11.363953,2,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.374726, 48.997799], [11.370727, 48.998943], [11.366705, 48.997933], [11.364776, 48.99512], [11.364872, 48.992329], [11.364354, 48.99223], [11.363964, 48.992501]]"
49,2,"Enkering, Feuerwehrhaus",Enkering,48.993652,11.361228,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,2,"[[11.361269, 48.993626], [11.364354, 48.99223], [11.364872, 48.992329], [11.364776, 48.99512], [11.366705, 48.997933], [11.370727, 48.998943], [11.374726, 48.997799], [11.376743, 48.997834], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.470658, 49.036342]]"
265,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,37,"Paulushofen, Spielplatz",Paulushofen,49.013632,11.497563,2,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.470053, 49.036116], [11.471171, 49.034671], [11.472867, 49.032889], [11.473436, 49.032768], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.506398, 49.013526], [11.502981, 49.013562], [11.501515, 49.014049], [11.499129, 49.013616], [11.497752, 49.013956], [11.497565, 49.01361]]"
264,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,36,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,2,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.470053, 49.036116], [11.471171, 49.034671], [11.472867, 49.032889], [11.473436, 49.032768], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.506398, 49.013526], [11.502981, 49.013562], [11.502739, 49.013631]]"
248,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,49,"Wolfsbuch, Am Schacher",Wolfsbuch,48.97449,11.562987,2,"[[11.47403, 49.035076], [11.474473, 49.034703], [11.474249, 49.034595], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.50605, 49.013747], [11.507729, 49.011582], [11.506318, 49.00916], [11.518228, 49.003039], [11.529246, 48.99993], [11.530826, 48.993674], [11.53077, 48.989909], [11.533925, 48.984039], [11.539006, 48.981433], [11.540967, 48.975433], [11.547445, 48.971955], [11.550775, 48.967642], [11.556073, 48.97076], [11.564139, 48.972409], [11.562816, 48.973323], [11.563539, 48.973714], [11.562975, 48.974485]]"
214,24,"Beilngries, Gartenstraße",Beilngries,49.037288,11.476722,37,"Paulushofen, Spielplatz",Paulushofen,49.013632,11.497563,2,"[[11.476747, 49.037282], [11.477452, 49.037325], [11.477608, 49.034099], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.506398, 49.013526], [11.502981, 49.013562], [11.501515, 49.014049], [11.499129, 49.013616], [11.497752, 49.013956], [11.497565, 49.01361]]"
215,25,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,2,"[[11.480132, 49.038965], [11.477996, 49.039424], [11.476643, 49.038907], [11.47421, 49.03963], [11.471009, 49.037566], [11.471199, 49.036536], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
57,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,2,"[[11.389976, 49.002482], [11.39347, 49.003296], [11.39631, 49.002865], [11.414916, 48.997184], [11.423069, 48.995442], [11.431628, 48.995553], [11.43867, 48.997718], [11.444756, 49.002015], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
55,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,2,"[[11.389976, 49.002482], [11.39347, 49.003296], [11.39631, 49.002865], [11.414916, 48.997184], [11.423069, 48.995442], [11.431628, 48.995553], [11.43867, 48.997718], [11.444756, 49.002015], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.465442, 49.037579], [11.463268, 49.042487], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.45808, 49.043938], [11.462032, 49.041734], [11.461669, 49.039155], [11.455881, 49.037829], [11.451088, 49.039324], [11.451423, 49.038137]]"
54,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,10,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,2,"[[11.389976, 49.002482], [11.39347, 49.003296], [11.39631, 49.002865], [11.401773, 49.001444], [11.410253, 48.998525], [11.417472, 48.996525], [11.423069, 48.995442], [11.42761, 48.995257], [11.433388, 48.995861], [11.43867, 48.997718], [11.444376, 49.001669], [11.446993, 49.004932], [11.445208, 49.005151]]"
53,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,9,"Unteremmendorf, Wendeschleife",Unteremmendorf,48.992112,11.434157,2,"[[11.389976, 49.002482], [11.39347, 49.003296], [11.39631, 49.002865], [11.401773, 49.001444], [11.412489, 48.997861], [11.421884, 48.9956], [11.426127, 48.995245], [11.429477, 48.995345], [11.435256, 48.996369], [11.435919, 48.996273], [11.434215, 48.992097]]"
50,2,"Enkering, Feuerwehrhaus",Enkering,48.993652,11.361228,34,"Beilngries, Volksfestplatz",Beilngries,49.03112,11.469645,2,"[[11.361269, 48.993626], [11.364354, 48.99223], [11.364872, 48.992329], [11.364776, 48.99512], [11.366705, 48.997933], [11.370727, 48.998943], [11.374726, 48.997799], [11.376743, 48.997834], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.45925, 49.029225], [11.462381, 49.027869], [11.471662, 49.032575], [11.470781, 49.030658], [11.470325, 49.031159]]"
238,28,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,66,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,2,"[[11.471045, 49.036904], [11.471199, 49.036536], [11.470306, 49.036229], [11.465685, 49.037388], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.461932, 49.041855], [11.461917, 49.039401], [11.461252, 49.038947], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.448244, 49.040769], [11.444991, 49.043504], [11.44252, 49.044935], [11.439077, 49.048613], [11.437325, 49.049347], [11.420133, 49.047108], [11.415173, 49.045379], [11.412132, 49.045028], [11.411774, 49.045082], [11.411766, 49.044273], [11.412409, 49.043129], [11.412723, 49.043172], [11.412709, 49.043036]]"
242,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,10,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,2,"[[11.47403, 49.035076], [11.471199, 49.036536], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.452212, 49.02879], [11.450814, 49.027247], [11.447935, 49.020698], [11.448659, 49.017376], [11.448829, 49.010366], [11.448511, 49.008516], [11.446993, 49.004932], [11.445208, 49.005151]]"
222,26,"Beilngries, Kanalsiedlung",Beilngries,49.044913,11.469383,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,2,"[[11.469342, 49.044898], [11.469993, 49.043981], [11.471305, 49.044256], [11.471931, 49.043489], [11.472152, 49.043063], [11.472284, 49.040599], [11.472564, 49.040249], [11.472819, 49.040093], [11.473793, 49.039756], [11.473787, 49.039656], [11.473948, 49.039555], [11.473748, 49.039392], [11.472088, 49.038515], [11.471597, 49.03798], [11.471009, 49.037566], [11.470938, 49.037131], [11.471199, 49.036536], [11.470658, 49.036342]]"
28,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,41,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,2,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.371016, 48.998938], [11.367624, 48.99823], [11.365245, 48.999302], [11.373022, 48.99754], [11.380468, 48.993761], [11.394889, 48.97901], [11.398927, 48.972362], [11.401185, 48.969998], [11.405034, 48.967967], [11.414161, 48.965628], [11.418647, 48.963378], [11.424532, 48.958937], [11.428766, 48.953548], [11.43286, 48.950038], [11.44908, 48.940789], [11.462162, 48.930482], [11.462255, 48.929331], [11.460776, 48.93006], [11.464556, 48.932593], [11.468424, 48.936195], [11.469685, 48.941202], [11.469181, 48.947303], [11.470477, 48.958312], [11.475852, 48.969502], [11.475315, 48.969994], [11.475543, 48.970677]]"
246,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,2,"[[11.47403, 49.035076], [11.474473, 49.034703], [11.474249, 49.034595], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.50696, 49.013042], [11.50774, 49.011367], [11.50704, 49.009758], [11.504806, 49.008344], [11.498913, 49.006376], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482843, 48.997778], [11.477832, 48.998037], [11.468726, 48.99637], [11.463263, 48.993984], [11.4611, 48.994183]]"
30,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,45,"Aschbuch, Lindenstraße",Aschbuch,48.978988,11.491803,2,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.420791, 48.995788], [11.42761, 48.995257], [11.43473, 48.996208], [11.440801, 48.998966], [11.446289, 49.003687], [11.448723, 49.009337], [11.448659, 49.017376], [11.451159, 49.017883], [11.455264, 49.01732], [11.457489, 49.018857], [11.467771, 49.02124], [11.477241, 49.020818], [11.486974, 49.017081], [11.504953, 49.014217], [11.507682, 49.011869], [11.507438, 49.010287], [11.506055, 49.00896], [11.500295, 49.00709], [11.498218, 49.005786], [11.495282, 49.000455], [11.491355, 48.996873], [11.489244, 48.989889], [11.484372, 48.98354], [11.491739, 48.981461], [11.491797, 48.979018]]"
29,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,43,"Grampersdorf, Gewerbegebiet",Grampersdorf,48.976818,11.478615,2,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.420791, 48.995788], [11.42761, 48.995257], [11.43473, 48.996208], [11.440801, 48.998966], [11.446289, 49.003687], [11.448723, 49.009337], [11.448659, 49.017376], [11.451159, 49.017883], [11.455264, 49.01732], [11.457489, 49.018857], [11.467771, 49.02124], [11.477241, 49.020818], [11.486974, 49.017081], [11.504953, 49.014217], [11.50696, 49.013042], [11.50774, 49.011367], [11.50577, 49.008787], [11.500295, 49.00709], [11.498218, 49.005786], [11.495282, 49.000455], [11.491355, 48.996873], [11.490136, 48.991645], [11.48826, 48.988132], [11.480246, 48.979169], [11.479324, 48.9767], [11.478612, 48.97681]]"
412,55,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,49.019003,11.520783,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,2,"[[11.52079, 49.018975], [11.519176, 49.019029], [11.517026, 49.021806], [11.515381, 49.022709], [11.505495, 49.02401], [11.497102, 49.023524], [11.492531, 49.024456], [11.48841, 49.026378], [11.477608, 49.034099], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.47571, 49.022935], [11.477241, 49.020818], [11.467771, 49.02124], [11.457489, 49.018857], [11.455264, 49.01732], [11.451159, 49.017883], [11.448659, 49.017376], [11.448723, 49.009337], [11.446289, 49.003687], [11.440801, 48.998966], [11.434164, 48.99605], [11.42761, 48.995257], [11.420791, 48.995788], [11.396078, 49.002878], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
403,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,35,"Beilngries, Freibad",Beilngries,49.027045,11.473085,2,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.555682, 48.976464], [11.545107, 48.977053], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478224, 49.028922], [11.477388, 49.030375], [11.477017, 49.028614], [11.47307, 49.027061]]"
410,53,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,2,"[[11.530025, 48.998439], [11.529823, 48.998344], [11.529582, 48.999489], [11.528692, 49.000318], [11.523916, 49.001211], [11.519412, 49.002568], [11.513301, 49.005133], [11.506318, 49.00916], [11.507309, 49.010064], [11.507729, 49.011582], [11.507197, 49.01279], [11.50605, 49.013747], [11.504196, 49.014404], [11.500842, 49.014625], [11.486974, 49.017081], [11.480138, 49.019306], [11.477986, 49.020303], [11.476244, 49.021774], [11.475698, 49.023419], [11.476275, 49.024939], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
4,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,7,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,2,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.374169, 48.996293], [11.37533, 48.997349], [11.376993, 48.997743], [11.377093, 48.99827], [11.379612, 49.000836], [11.379557, 49.000973], [11.379318, 49.001031], [11.374054, 49.003566], [11.373667, 49.004153], [11.375688, 49.003085], [11.378428, 49.002259], [11.38001, 49.00218], [11.380579, 49.002778], [11.379495, 49.003846], [11.379312, 49.004616], [11.38049, 49.00625], [11.390999, 49.009213], [11.396348, 49.012269], [11.399196, 49.013066], [11.401245, 49.014794], [11.407158, 49.015473], [11.407771, 49.01511], [11.410547, 49.015459], [11.41354, 49.016662], [11.413578, 49.016548]]"
408,53,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,18,"Beilngries, Utzmuehlweg",Beilngries,49.039483,11.467702,1,"[[11.530025, 48.998439], [11.529823, 48.998344], [11.528692, 49.000318], [11.519412, 49.002568], [11.513301, 49.005133], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.472957, 49.032831], [11.470256, 49.036085], [11.46891, 49.03676], [11.467623, 49.039421], [11.467714, 49.03948]]"
407,53,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,1,"[[11.530025, 48.998439], [11.529823, 48.998344], [11.528692, 49.000318], [11.519412, 49.002568], [11.513301, 49.005133], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.453078, 49.029382], [11.451017, 49.02752], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
406,51,"Eglofsdorf, Ortskern",Eglofsdorf,48.989142,11.527642,23,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,1,"[[11.527642, 48.989087], [11.53077, 48.989909], [11.530826, 48.993674], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.477608, 49.034099], [11.481855, 49.031147], [11.484253, 49.03006], [11.484308, 49.030022]]"
405,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,65,"Litterzhofen, Kirche",Plakstetten,49.069082,11.40739,1,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.477608, 49.034099], [11.477433, 49.03834], [11.47421, 49.03963], [11.472284, 49.040599], [11.467711, 49.051532], [11.46284, 49.050763], [11.457263, 49.056827], [11.446122, 49.059712], [11.42663, 49.060305], [11.407857, 49.066243], [11.409324, 49.068601], [11.407385, 49.069058]]"
402,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,1,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.555682, 48.976464], [11.545107, 48.977053], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.45756, 49.031774], [11.46274, 49.032955], [11.467904, 49.035209]]"
90,7,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,66,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,1,"[[11.413578, 49.016548], [11.41354, 49.016662], [11.410803, 49.01551], [11.409252, 49.01532], [11.409188, 49.015886], [11.407936, 49.017358], [11.407308, 49.022413], [11.409322, 49.026745], [11.411925, 49.030345], [11.413155, 49.03558], [11.414364, 49.037316], [11.414289, 49.038273], [11.413129, 49.039832], [11.413179, 49.041778], [11.412686, 49.042816], [11.412709, 49.043036]]"
89,7,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,39,"Neuzell, Feuerwehr",Neuzell,48.997518,11.482948,1,"[[11.413578, 49.016548], [11.41354, 49.016662], [11.415922, 49.017143], [11.417281, 49.018428], [11.425127, 49.022256], [11.444659, 49.028605], [11.450608, 49.034011], [11.450938, 49.035783], [11.449501, 49.038148], [11.450878, 49.039404], [11.455881, 49.037829], [11.461544, 49.039084], [11.462032, 49.041734], [11.45808, 49.043938], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.472957, 49.032831], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.50696, 49.013042], [11.50774, 49.011367], [11.50704, 49.009758], [11.504806, 49.008344], [11.498913, 49.006376], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482968, 48.997522]]"
88,7,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,28,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,1,"[[11.413578, 49.016548], [11.41354, 49.016662], [11.415922, 49.017143], [11.417281, 49.018428], [11.425127, 49.022256], [11.431763, 49.02403], [11.438293, 49.026877], [11.444659, 49.028605], [11.450608, 49.034011], [11.450938, 49.035783], [11.449635, 49.037269], [11.449501, 49.038148], [11.449744, 49.038734], [11.450878, 49.039404], [11.452082, 49.039073], [11.4531, 49.038341], [11.455881, 49.037829], [11.457691, 49.037992], [11.461544, 49.039084], [11.462048, 49.039742], [11.462032, 49.041734], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.470214, 49.036074], [11.471199, 49.036536], [11.471045, 49.036904]]"
87,7,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,1,"[[11.413578, 49.016548], [11.41354, 49.016662], [11.415922, 49.017143], [11.417281, 49.018428], [11.425127, 49.022256], [11.431763, 49.02403], [11.438293, 49.026877], [11.444659, 49.028605], [11.450608, 49.034011], [11.450938, 49.035783], [11.449635, 49.037269], [11.449501, 49.038148], [11.449744, 49.038734], [11.450878, 49.039404], [11.452082, 49.039073], [11.4531, 49.038341], [11.455881, 49.037829], [11.457691, 49.037992], [11.461544, 49.039084], [11.462048, 49.039742], [11.462032, 49.041734], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.471965, 49.033825]]"
